filepath,class_key,class_id,split,source,group_id
train/rice_brown_spot/102732.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:242
train/rice_brown_spot/102755.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:244
train/rice_brown_spot/102777.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:245
train/rice_brown_spot/102786.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:247
train/rice_brown_spot/102812.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:248
train/rice_brown_spot/102827.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:95
train/rice_brown_spot/102857.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:249
train/rice_brown_spot/102859.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:250
train/rice_brown_spot/102864.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:251
train/rice_brown_spot/102917.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:252
train/rice_brown_spot/102932.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:253
train/rice_brown_spot/102934.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:254
train/rice_brown_spot/102936.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:255
train/rice_brown_spot/102938.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:256
train/rice_brown_spot/102939.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:257
train/rice_brown_spot/102959.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:260
train/rice_brown_spot/102961.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:261
train/rice_brown_spot/102992.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:198
train/rice_brown_spot/103004.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:263
train/rice_brown_spot/103025.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:265
train/rice_brown_spot/103031.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:266
train/rice_brown_spot/103037.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:267
train/rice_brown_spot/103041.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:269
train/rice_brown_spot/103069.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:271
train/rice_brown_spot/103084.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:272
train/rice_brown_spot/103099.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:274
train/rice_brown_spot/103104.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:275
train/rice_brown_spot/103116.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:276
train/rice_brown_spot/103120.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:277
train/rice_brown_spot/103128.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:279
train/rice_brown_spot/103146.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:280
train/rice_brown_spot/103152.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:281
train/rice_brown_spot/103154.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:282
train/rice_brown_spot/103189.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:284
train/rice_brown_spot/103235.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:287
train/rice_brown_spot/103267.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:203
train/rice_brown_spot/103279.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:288
train/rice_brown_spot/103294.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:289
train/rice_brown_spot/103296.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:290
train/rice_brown_spot/103334.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:291
train/rice_brown_spot/103338.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:292
train/rice_brown_spot/103415.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:295
train/rice_brown_spot/103425.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:296
train/rice_brown_spot/103438.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:297
train/rice_brown_spot/103446.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:298
train/rice_brown_spot/103448.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:299
train/rice_brown_spot/103456.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:300
train/rice_brown_spot/103476.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:301
train/rice_brown_spot/103482.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:302
train/rice_brown_spot/103489.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:303
train/rice_brown_spot/103492.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:304
train/rice_brown_spot/103495.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:305
train/rice_brown_spot/103508.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:307
train/rice_brown_spot/103509.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:308
train/rice_brown_spot/103518.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:309
train/rice_brown_spot/103560.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:114
train/rice_brown_spot/103569.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:310
train/rice_brown_spot/103576.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:311
train/rice_brown_spot/103584.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:313
train/rice_brown_spot/103592.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:314
train/rice_brown_spot/103595.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:315
train/rice_brown_spot/103601.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:317
train/rice_brown_spot/103610.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:318
train/rice_brown_spot/103630.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:320
train/rice_brown_spot/103633.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:321
train/rice_brown_spot/103635.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:322
train/rice_brown_spot/103670.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:150
train/rice_brown_spot/103683.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:324
train/rice_brown_spot/103687.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:325
train/rice_brown_spot/103688.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:326
train/rice_brown_spot/103700.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:327
train/rice_brown_spot/103726.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:136
train/rice_brown_spot/103743.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:331
train/rice_brown_spot/103750.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:332
train/rice_brown_spot/103762.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:114
train/rice_brown_spot/103778.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:39
train/rice_brown_spot/103781.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:333
train/rice_brown_spot/103787.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:334
train/rice_brown_spot/103808.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:337
train/rice_brown_spot/103838.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:340
train/rice_brown_spot/103884.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:342
train/rice_brown_spot/103892.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:344
train/rice_brown_spot/103897.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:345
train/rice_brown_spot/103915.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:181
train/rice_brown_spot/103930.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:348
train/rice_brown_spot/103965.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:350
train/rice_brown_spot/103991.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:351
train/rice_brown_spot/103995.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:352
train/rice_brown_spot/104002.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:353
train/rice_brown_spot/104004.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:355
train/rice_brown_spot/104011.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:356
train/rice_brown_spot/104014.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:357
train/rice_brown_spot/104033.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:0
train/rice_brown_spot/104066.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:361
train/rice_brown_spot/104067.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:362
train/rice_brown_spot/104084.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:363
train/rice_brown_spot/104093.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:305
train/rice_brown_spot/104104.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:364
train/rice_brown_spot/104129.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:365
train/rice_brown_spot/104157.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:367
train/rice_brown_spot/104167.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:370
train/rice_brown_spot/104201.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:371
train/rice_brown_spot/104204.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:372
train/rice_brown_spot/104212.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:136
train/rice_brown_spot/104227.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:373
train/rice_brown_spot/104238.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:374
train/rice_brown_spot/104243.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:375
train/rice_brown_spot/104247.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:42
train/rice_brown_spot/104250.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:376
train/rice_brown_spot/104257.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:13
train/rice_brown_spot/104274.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:377
train/rice_brown_spot/104322.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:43
train/rice_brown_spot/104350.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:23
train/rice_brown_spot/104353.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:121
train/rice_brown_spot/104358.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:378
train/rice_brown_spot/104373.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:185
train/rice_brown_spot/104398.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:379
train/rice_brown_spot/104426.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:380
train/rice_brown_spot/104493.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:381
train/rice_brown_spot/104499.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:382
train/rice_brown_spot/104506.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:384
train/rice_brown_spot/104511.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:149
train/rice_brown_spot/104522.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:386
train/rice_brown_spot/104554.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:388
train/rice_brown_spot/104560.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:390
train/rice_brown_spot/104564.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:391
train/rice_brown_spot/104597.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:395
train/rice_brown_spot/104603.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:396
train/rice_brown_spot/104604.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:397
train/rice_brown_spot/104623.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:398
train/rice_brown_spot/104624.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:399
train/rice_brown_spot/104625.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:400
train/rice_brown_spot/104627.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:401
train/rice_brown_spot/104632.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:402
train/rice_brown_spot/104640.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:403
train/rice_brown_spot/104642.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:404
train/rice_brown_spot/104671.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:406
train/rice_brown_spot/104675.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:203
train/rice_brown_spot/104686.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:407
train/rice_brown_spot/104689.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:408
train/rice_brown_spot/104695.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:409
train/rice_brown_spot/104700.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:207
train/rice_brown_spot/104709.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:410
train/rice_brown_spot/104750.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:149
train/rice_brown_spot/104771.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:412
train/rice_brown_spot/104772.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:413
train/rice_brown_spot/104774.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:414
train/rice_brown_spot/104786.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:415
train/rice_brown_spot/104796.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:416
train/rice_brown_spot/104817.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:417
train/rice_brown_spot/104818.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:418
train/rice_brown_spot/104821.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:419
train/rice_brown_spot/104852.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:421
train/rice_brown_spot/104862.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:256
train/rice_brown_spot/104876.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:422
train/rice_brown_spot/104886.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:136
train/rice_brown_spot/104887.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:423
train/rice_brown_spot/104923.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:426
train/rice_brown_spot/104932.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:428
train/rice_brown_spot/104950.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:430
train/rice_brown_spot/104952.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:431
train/rice_brown_spot/104954.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:432
train/rice_brown_spot/104962.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:433
train/rice_brown_spot/104984.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:435
train/rice_brown_spot/104987.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:436
train/rice_brown_spot/105003.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:438
train/rice_brown_spot/105090.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:442
train/rice_brown_spot/105101.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:443
train/rice_brown_spot/105126.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:444
train/rice_brown_spot/105163.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:445
train/rice_brown_spot/105169.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:446
train/rice_brown_spot/105176.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:448
train/rice_brown_spot/105182.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:449
train/rice_brown_spot/105194.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:450
train/rice_brown_spot/105207.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:451
train/rice_brown_spot/105214.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:453
train/rice_brown_spot/105244.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:455
train/rice_brown_spot/105245.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:279
train/rice_brown_spot/105248.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:456
train/rice_brown_spot/105253.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:457
train/rice_brown_spot/105266.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:458
train/rice_brown_spot/105270.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:459
train/rice_brown_spot/105281.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:460
train/rice_brown_spot/105319.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:277
train/rice_brown_spot/105344.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:23
train/rice_brown_spot/105353.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:463
train/rice_brown_spot/105385.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:465
train/rice_brown_spot/105387.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:466
train/rice_brown_spot/105399.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:467
train/rice_brown_spot/105402.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:468
train/rice_brown_spot/105422.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:413
train/rice_brown_spot/105427.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:130
train/rice_brown_spot/105474.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:472
train/rice_brown_spot/105480.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:474
train/rice_brown_spot/105516.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:476
train/rice_brown_spot/105551.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:477
train/rice_brown_spot/105557.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:478
train/rice_brown_spot/105582.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:143
train/rice_brown_spot/105590.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:481
train/rice_brown_spot/105609.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:11
train/rice_brown_spot/105631.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:483
train/rice_brown_spot/105637.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:484
train/rice_brown_spot/105639.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:486
train/rice_brown_spot/105649.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:488
train/rice_brown_spot/105668.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:489
train/rice_brown_spot/105698.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:490
train/rice_brown_spot/105739.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:491
train/rice_brown_spot/105758.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:218
train/rice_brown_spot/105763.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:477
train/rice_brown_spot/105771.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:492
train/rice_brown_spot/105787.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:494
train/rice_brown_spot/105788.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:495
train/rice_brown_spot/105800.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:496
train/rice_brown_spot/105846.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:499
train/rice_brown_spot/105859.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:500
train/rice_brown_spot/105868.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:501
train/rice_brown_spot/105873.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:502
train/rice_brown_spot/105885.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:503
train/rice_brown_spot/105900.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:506
train/rice_brown_spot/105916.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:488
train/rice_brown_spot/105921.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:507
train/rice_brown_spot/105926.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:508
train/rice_brown_spot/105949.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:220
train/rice_brown_spot/105966.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:510
train/rice_brown_spot/105968.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:511
train/rice_brown_spot/105969.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:442
train/rice_brown_spot/106006.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:514
train/rice_brown_spot/106008.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:309
train/rice_brown_spot/106021.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:516
train/rice_brown_spot/106030.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:414
train/rice_brown_spot/106071.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:353
train/rice_brown_spot/106076.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:518
train/rice_brown_spot/106079.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:350
train/rice_brown_spot/106090.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:261
train/rice_brown_spot/106115.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:521
train/rice_brown_spot/106133.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:438
train/rice_brown_spot/106150.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:318
train/rice_brown_spot/106157.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:523
train/rice_brown_spot/106236.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:528
train/rice_brown_spot/106238.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:529
train/rice_brown_spot/106248.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:530
train/rice_brown_spot/106259.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:257
train/rice_brown_spot/106289.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:531
train/rice_brown_spot/106312.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:532
train/rice_brown_spot/106320.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:295
train/rice_brown_spot/106321.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:534
train/rice_brown_spot/106336.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:535
train/rice_brown_spot/106343.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:536
train/rice_brown_spot/106362.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:537
train/rice_brown_spot/106399.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:380
train/rice_brown_spot/106403.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:540
train/rice_brown_spot/106415.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:541
train/rice_brown_spot/106421.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:542
train/rice_brown_spot/106424.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:414
train/rice_brown_spot/106457.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:544
train/rice_brown_spot/106476.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:545
train/rice_brown_spot/106483.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:547
train/rice_brown_spot/106497.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:548
train/rice_brown_spot/106503.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:549
train/rice_brown_spot/106547.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:154
train/rice_brown_spot/106549.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:551
train/rice_brown_spot/106570.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:552
train/rice_brown_spot/106582.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:554
train/rice_brown_spot/106595.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:555
train/rice_brown_spot/106596.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:556
train/rice_brown_spot/106606.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:557
train/rice_brown_spot/106627.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:72
train/rice_brown_spot/106655.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:559
train/rice_brown_spot/106682.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:565
train/rice_brown_spot/106725.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:566
train/rice_brown_spot/106774.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:568
train/rice_brown_spot/106796.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:571
train/rice_brown_spot/106810.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:530
train/rice_brown_spot/106833.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:572
train/rice_brown_spot/106840.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:390
train/rice_brown_spot/106857.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:574
train/rice_brown_spot/106860.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:575
train/rice_brown_spot/106868.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:143
train/rice_brown_spot/106869.jpg,rice_brown_spot,7,train,paddy_doctor,rice_brown_spot:576
